law,brevity,mean_repeats,dataset,condition,loglog_r2,loglog_r2_undefined_years,loglog_slope,loglog_slope_undefined_years,brevity_r2,brevity_r2_undefined_years,brevity_slope,brevity_slope_undefined_years,csn_alpha,csn_alpha_undefined_years,boundary_f1,boundary_f1_undefined_years
zipf,True,1.0,27,confuse_19.19,0.7648098342398677,0,-0.489903909026427,0,0.11485169141702631,0,-1.1552240759636552,0,2.5891498854164277,0,0.5804237219146682,0
zipf,True,1.0,27,oversplit_25,0.9285186018179821,0,-0.831707972188973,0,0.18783503365806492,0,-0.8960028352970886,0,2.1416873620606007,0,0.7658700457155064,0
zipf,True,1.0,27,undersplit_25,0.9441997338131423,0,-0.9266327261610784,0,0.19794228132856428,0,-0.870715307269316,0,2.0268612583955354,0,0.7516576112815525,0
zipf,True,1.0,28,clean,0.9485376977783462,0,-0.984023816888699,0,0.21279091577771828,0,-0.861858598194994,0,1.9764573335167113,0,0.795033098584194,0
zipf,True,1.0,28,confuse_6.7,0.8754882002416084,0,-0.7184095692596268,0,0.12321019830337553,0,-0.8488163234917103,0,2.255928483285151,0,0.7148162602139969,0
zipf,True,1.0,28,confuse_19.19,0.7750312417905099,0,-0.48749295292010464,0,0.11740172848099108,0,-1.249713929239241,0,2.5810760120271024,0,0.577691874651614,0
zipf,True,1.0,28,oversplit_25,0.9283348918874872,0,-0.8395779597872423,0,0.19054426443775374,0,-0.9083922188972796,0,2.100829477679449,0,0.7700754336952558,0
zipf,True,1.0,28,undersplit_25,0.9446312927424922,0,-0.9216832236969251,0,0.23212774995133473,0,-0.9188233305630353,0,2.0714109064373663,0,0.7448589245564404,0
zipf,True,1.0,29,clean,0.9515411615827389,0,-1.0096213674094785,0,0.2023189228019375,0,-0.8448402371678891,0,1.943315490658676,0,0.8180205183823315,0
zipf,True,1.0,29,confuse_6.7,0.8746570110135179,0,-0.7438978282811333,0,0.12588666506481838,0,-0.8048937583870975,0,2.165292518221155,0,0.744520118456107,0
zipf,True,1.0,29,confuse_19.19,0.7566261283592708,0,-0.49815298913570943,0,0.11347513681622041,0,-1.096563597305918,0,2.4806596709372486,0,0.6081350308096581,0
zipf,True,1.0,29,oversplit_25,0.9287795642403703,0,-0.8656631231748982,0,0.19810554905261957,0,-0.9031796578379272,0,2.109318686439577,0,0.7842641388704228,0
zipf,True,1.0,29,undersplit_25,0.9458740186821863,0,-0.9499210684627549,0,0.22045188225493262,0,-0.9318449180336404,0,2.03342710495306,0,0.7723185514981136,0
zipf,True,5.0,0,clean,0.938467939686843,0,-1.0144728585959106,0,0.10907629752857446,0,-3.8661990723993336,0,1.8713876490188142,0,0.42001258904318584,0
zipf,True,5.0,0,confuse_6.7,0.8548637622963723,0,-0.6627378738425492,0,0.06066219151875486,0,-1.983223230829628,0,2.3344379002747195,0,0.4034264063671291,0
zipf,True,5.0,0,confuse_19.19,0.7426330221162984,0,-0.4031343262534259,0,0.06489136009765603,0,-1.8032831321595468,0,2.76290899787539,0,0.36032842372291773,0
